name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Abdallah Sima,Senegal,Attack,right,188.0,SC1,Rangers FC,7500000.0,4,0,15,2,2343,23
Saúl Ñíguez,Spain,Midfield,left,184.0,ES1,Atlético de Madrid,7500000.0,11,0,2,5,2064,30
Marco Friedl,Austria,Defender,left,187.0,L1,SV Werder Bremen,7500000.0,6,0,1,1,2199,26
Niels Nkounkou,France,Defender,left,180.0,L1,Eintracht Frankfurt,7500000.0,5,0,3,3,1481,24
Greg Taylor,Scotland,Defender,left,171.0,SC1,Celtic FC,7500000.0,8,0,3,5,3476,27
Christian Kouamé,Cote d'Ivoire,Attack,right,185.0,IT1,ACF Fiorentina,7500000.0,1,0,2,1,1342,27
Moritz Jenz,Germany,Defender,right,190.0,L1,VfL Wolfsburg,7500000.0,7,0,0,1,1865,25
Joe Worrall,England,Defender,right,190.0,TR1,Besiktas JK,7500000.0,1,1,1,0,1040,28
Manfred Ugalde,Costa Rica,Attack,right,172.0,NL1,Twente Enschede FC,7500000.0,8,0,10,7,2962,22
Eric Martel,Germany,Midfield,right,188.0,L1,1.FC Köln,7500000.0,8,0,1,2,2652,22
Josip Juranovic,Croatia,Defender,right,173.0,L1,1.FC Union Berlin,7500000.0,5,0,0,3,1777,29
Antonio Blanco,Spain,Midfield,right,176.0,ES1,Deportivo Alavés,7500000.0,6,1,0,1,2548,24
Borna Sosa,Croatia,Defender,left,187.0,NL1,Ajax Amsterdam,7500000.0,2,0,0,5,1268,27
Javi López,Spain,Defender,left,183.0,ES1,Deportivo Alavés,7500000.0,3,0,1,3,2498,22
Enzo Barrenechea,Argentina,Midfield,right,186.0,IT1,Frosinone Calcio,7500000.0,10,0,1,1,2979,23
Maxime López,France,Midfield,right,167.0,IT1,US Sassuolo,7500000.0,2,1,0,0,1282,27
Milot Rashica,Kosovo,Attack,right,178.0,TR1,Besiktas JK,7500000.0,2,0,5,6,2138,28
Jean-Mattéo Bahoya,France,Attack,right,180.0,L1,Eintracht Frankfurt,7500000.0,0,0,0,0,171,19
Marc Guiu,Spain,Attack,right,187.0,ES1,FC Barcelona,7500000.0,2,0,2,0,182,19
Franculino,Guinea-Bissau,Attack,left,182.0,DK1,FC Midtjylland,7500000.0,1,0,12,5,977,20
Jens Stage,Denmark,Midfield,right,187.0,L1,SV Werder Bremen,7500000.0,6,1,3,3,2426,28
Rafa Marín,Spain,Defender,right,191.0,ES1,Deportivo Alavés,7500000.0,8,0,0,0,2546,22
Philippe Coutinho,Brazil,Midfield,right,172.0,GB1,Aston Villa,7500000.0,0,0,0,0,24,32
Abdel Abqar,Morocco,Defender,right,188.0,ES1,Deportivo Alavés,7500000.0,9,0,0,0,2315,25
Kevin Paredes,United States,Midfield,left,175.0,L1,VfL Wolfsburg,7500000.0,5,0,3,0,1454,21
Jesús Areso,Spain,Defender,right,182.0,ES1,CA Osasuna,7500000.0,4,0,1,7,2899,25
Julien De Sart,Belgium,Midfield,right,187.0,BE1,KAA Gent,7500000.0,4,0,5,1,3033,30
Zito Luvumbo,Angola,Attack,left,171.0,IT1,Cagliari Calcio,7500000.0,5,0,4,7,2099,22
Mees Hilgers,Netherlands,Defender,right,185.0,NL1,Twente Enschede FC,7000000.0,7,1,0,0,2668,23
Álvaro Carreras,Spain,Defender,left,186.0,ES1,Granada CF,7000000.0,2,0,1,1,1243,21
Orbelín Pineda,Mexico,Midfield,right,169.0,GR1,AEK Athens,7000000.0,3,0,3,2,2482,28
Tsuyoshi Watanabe,Japan,Defender,right,186.0,BE1,KAA Gent,7000000.0,1,0,3,2,2867,28
Alassane Plea,France,Attack,right,181.0,L1,Borussia Mönchengladbach,7000000.0,1,0,7,7,2150,31
Dmytro Riznyk,Ukraine,Goalkeeper,right,191.0,UKR1,Shakhtar Donetsk,7000000.0,3,0,0,0,3510,26
Mika Biereth,Denmark,Attack,right,187.0,SC1,Motherwell FC,7000000.0,2,0,6,5,1023,22
Angelo Fulgini,France,Midfield,right,182.0,FR1,RC Lens,7000000.0,4,0,3,2,1724,28
Jeremy Sarmiento,Ecuador,Attack,right,178.0,GB1,Brighton & Hove Albion,7000000.0,0,0,1,0,102,22
Umut Tohumcu,Germany,Midfield,both,175.0,L1,TSG 1899 Hoffenheim,7000000.0,5,0,0,2,1023,20
Leander Dendoncker,Belgium,Midfield,right,188.0,IT1,SSC Napoli,7000000.0,0,0,1,0,231,29
Valentin Gendrey,France,Defender,right,179.0,IT1,US Lecce,7000000.0,5,0,2,3,3141,24
Chrislain Matsima,France,Defender,right,193.0,FR1,Clermont Foot 63,7000000.0,4,0,1,1,1476,22
Ryan Flamingo,Netherlands,Defender,right,183.0,NL1,FC Utrecht,7000000.0,4,0,2,1,2942,22
Daizen Maeda,Japan,Attack,right,173.0,SC1,Celtic FC,7000000.0,4,1,9,3,2432,27
M'Bala Nzola,Angola,Attack,left,185.0,IT1,ACF Fiorentina,7000000.0,3,0,4,3,1899,28
Chris Wood,New Zealand,Attack,right,191.0,GB1,Nottingham Forest,7000000.0,1,0,15,1,2107,33
Luka Jović,Serbia,Attack,right,182.0,IT1,ACF Fiorentina,7000000.0,4,1,9,1,1242,27
Matt Turner,United States,Goalkeeper,right,191.0,GB1,Nottingham Forest,7000000.0,1,0,0,0,1830,30
Sergio Akieme,Spain,Defender,left,175.0,ES1,UD Almería,7000000.0,4,0,4,0,2495,27
Adamo Nagalo,Burkina Faso,Defender,right,185.0,DK1,FC Nordsjaelland,7000000.0,4,0,1,0,2364,22
Danylo Sikan,Ukraine,Attack,right,187.0,UKR1,Shakhtar Donetsk,7000000.0,5,0,16,5,2868,23
Jeffrey Schlupp,Ghana,Midfield,left,178.0,GB1,Crystal Palace,7000000.0,1,0,2,2,1515,32
Ridle Baku,Germany,Defender,right,176.0,L1,VfL Wolfsburg,7000000.0,5,0,2,0,2215,26
Daan Rots,Netherlands,Attack,left,179.0,NL1,Twente Enschede FC,7000000.0,5,0,9,10,3114,23
Luca Koleosho,Italy,Attack,right,175.0,GB1,Burnley FC,7000000.0,0,0,1,1,986,20
Matz Sels,Belgium,Goalkeeper,right,188.0,FR1,RC Strasbourg Alsace,7000000.0,3,0,0,0,3150,32
Oleksandr Zubkov,Ukraine,Attack,left,182.0,UKR1,Shakhtar Donetsk,7000000.0,2,1,6,12,2826,28
Ramy Bensebaini,Algeria,Defender,left,187.0,L1,Borussia Dortmund,7000000.0,5,0,0,1,1549,29
Marten de Roon,Netherlands,Midfield,right,185.0,IT1,Atalanta BC,7000000.0,14,0,0,5,3938,33
Hjalmar Ekdal,Sweden,Defender,right,187.0,GB1,Burnley FC,7000000.0,2,0,0,0,438,26
Auston Trusty,United States,Defender,left,190.0,GB1,Sheffield United,7000000.0,4,0,0,0,2662,26
Marquinhos,Brazil,Attack,left,175.0,FR1,FC Nantes,7000000.0,3,0,0,3,2680,21
Isaak Touré,France,Defender,left,206.0,FR1,FC Lorient,7000000.0,6,0,1,1,2052,21
Gaetano Castrovilli,Italy,Midfield,right,187.0,IT1,ACF Fiorentina,7000000.0,0,0,1,2,370,27
Guéla Doué,Cote d'Ivoire,Defender,right,187.0,FR1,Stade Rennais FC,7000000.0,1,1,0,4,1532,22
Arijanet Muric,Kosovo,Goalkeeper,right,198.0,GB1,Burnley FC,7000000.0,0,0,0,0,990,26
Kacper Urbanski,Poland,Midfield,right,183.0,IT1,Bologna FC 1909,7000000.0,3,0,0,1,1079,20
Kristian Hlynsson,Iceland,Midfield,right,179.0,NL1,Ajax Amsterdam,7000000.0,3,0,7,3,2099,21
Odysseas Vlachodimos,Greece,Goalkeeper,right,191.0,PO1,SL Benfica,7000000.0,1,0,0,0,840,30
Anthony Rouault,France,Defender,right,186.0,FR1,FC Toulouse,7000000.0,3,0,0,2,1117,23
Florian Neuhaus,Germany,Midfield,right,185.0,L1,Borussia Mönchengladbach,7000000.0,4,0,4,4,1412,27
Felix Uduokhai,Germany,Defender,left,193.0,L1,FC Augsburg,7000000.0,5,0,2,0,2922,27
Stefan de Vrij,Netherlands,Defender,right,189.0,IT1,Inter Milan,7000000.0,1,0,1,0,2163,33
Teddy Teuma,Malta,Midfield,left,176.0,FR1,Stade Reims,7000000.0,7,0,6,3,2124,31
Matías Arezo,Uruguay,Attack,right,177.0,ES1,Granada CF,7000000.0,1,0,0,0,359,22
Brenner,Brazil,Attack,right,175.0,IT1,Udinese Calcio,7000000.0,0,0,0,0,185,25
Dara O'Shea,Ireland,Defender,right,189.0,GB1,Burnley FC,7000000.0,5,1,3,4,2985,25
Abdülkadir Ömür,Türkiye,Midfield,left,168.0,TR1,Trabzonspor,7000000.0,1,0,0,6,1117,25
Mauro Júnior,Brazil,Defender,left,171.0,NL1,PSV Eindhoven,7000000.0,0,0,1,0,1109,25
Hans Vanaken,Belgium,Midfield,right,195.0,BE1,Club Brugge KV,7000000.0,6,0,6,9,2989,32
Marin Pongračić,Croatia,Defender,right,193.0,IT1,US Lecce,7000000.0,10,0,0,0,3355,27
Abner,Brazil,Defender,left,181.0,ES1,Real Betis Balompié,7000000.0,4,0,0,2,1886,24
Tomás Händel,Portugal,Midfield,left,180.0,PO1,Vitória Guimarães SC,7000000.0,6,0,2,1,2680,24
Martín Satriano,Uruguay,Attack,right,187.0,FR1,Stade Brestois 29,7000000.0,4,0,4,4,1869,23
Bruma,Portugal,Attack,right,173.0,PO1,SC Braga,7000000.0,4,0,11,7,2581,30
Maximilian Arnold,Germany,Midfield,left,184.0,L1,VfL Wolfsburg,7000000.0,10,0,2,1,2678,30
Imrân Louza,Morocco,Midfield,left,178.0,FR1,FC Lorient,7000000.0,1,0,1,3,887,25
Étienne Youté Kinkoué,France,Defender,right,196.0,FR1,Le Havre AC,7000000.0,1,0,0,0,1943,23
Paulinho,Portugal,Attack,left,188.0,PO1,Sporting CP,7000000.0,9,0,19,10,4148,32
Tomas Suslov,Slovakia,Midfield,left,174.0,IT1,Hellas Verona,7000000.0,7,0,3,5,2164,22
Duje Caleta-Car,Croatia,Defender,right,193.0,FR1,Olympique Lyon,7000000.0,2,1,0,0,1992,28
Dmytro Kryskiv,Ukraine,Midfield,right,180.0,UKR1,Shakhtar Donetsk,7000000.0,7,0,5,6,2739,24
Javi Galán,Spain,Defender,left,172.0,ES1,Atlético de Madrid,7000000.0,5,0,0,2,1696,30
Lucas Tousart,France,Midfield,right,184.0,L1,1.FC Union Berlin,7000000.0,9,0,0,1,1822,27
Hugo Magnetti,France,Midfield,right,180.0,FR1,Stade Brestois 29,7000000.0,6,0,2,0,2359,26
Matej Kovar,Czech Republic,Goalkeeper,right,196.0,L1,Bayer 04 Leverkusen,7000000.0,1,0,0,0,1530,24
Vaclav Cerny,Czech Republic,Attack,left,182.0,L1,VfL Wolfsburg,7000000.0,2,0,5,1,1056,27
Saël Kumbedi,France,Defender,right,175.0,FR1,Olympique Lyon,7000000.0,4,0,0,2,916,19
Stefano Turati,Italy,Goalkeeper,right,188.0,IT1,Frosinone Calcio,7000000.0,0,0,0,0,2835,23
Antonio Sanabria,Paraguay,Attack,right,180.0,IT1,Torino FC,7000000.0,2,0,5,0,2300,28
Anthony Caci,France,Defender,right,184.0,L1,1.FSV Mainz 05,7000000.0,8,0,2,4,2663,27
Maxime Estève,France,Defender,left,193.0,FR1,Montpellier HSC,7000000.0,7,0,1,1,2310,22
Lucas Robertone,Argentina,Midfield,right,169.0,ES1,UD Almería,7000000.0,11,0,0,5,2426,27
Grischa Prömel,Germany,Midfield,right,184.0,L1,TSG 1899 Hoffenheim,7000000.0,10,0,4,5,2287,30
Sebastiaan Bornauw,Belgium,Defender,right,191.0,L1,VfL Wolfsburg,7000000.0,5,0,0,0,1521,25
José Cifuentes,Ecuador,Midfield,right,178.0,SC1,Rangers FC,7000000.0,0,1,0,2,1067,25
Timon Wellenreuther,Germany,Goalkeeper,right,188.0,NL1,Feyenoord Rotterdam,7000000.0,3,0,0,0,2256,29
Wendell,Brazil,Defender,left,176.0,PO1,FC Porto,7000000.0,12,0,4,2,2570,31
Senne Lynen,Belgium,Midfield,right,185.0,BE1,Union Saint-Gilloise,7000000.0,7,0,0,3,1973,25
Nadiem Amiri,Germany,Midfield,right,180.0,L1,1.FSV Mainz 05,7000000.0,5,0,1,5,1465,28
Unai Núñez,Spain,Defender,right,186.0,ES1,Celta de Vigo,7000000.0,5,0,1,1,3047,28
Pedro Chirivella,Spain,Midfield,right,178.0,FR1,FC Nantes,7000000.0,5,0,1,1,2601,27
Connor Roberts,Wales,Defender,right,175.0,GB1,Burnley FC,7000000.0,5,0,0,0,909,29
Matías Galarza,Argentina,Midfield,right,180.0,BE1,KRC Genk,7000000.0,6,0,1,1,1689,22
Darío Osorio,Chile,Attack,left,184.0,DK1,FC Midtjylland,7000000.0,0,0,5,0,659,21
Diego Llorente,Spain,Defender,right,186.0,IT1,AS Roma,7000000.0,7,0,1,2,2947,31
Jamaal Lascelles,England,Defender,right,188.0,GB1,Newcastle United,7000000.0,6,0,1,0,1742,31
Liel Abada,Israel,Attack,right,172.0,SC1,Celtic FC,7000000.0,0,0,1,2,503,23
Daniel Boloca,Italy,Midfield,right,185.0,IT1,US Sassuolo,7000000.0,6,1,2,0,2054,26
Jon Moncayola,Spain,Midfield,right,182.0,ES1,CA Osasuna,7000000.0,3,1,1,5,2107,26
Pedro,Brazil,Attack,right,170.0,RU1,Zenit St. Petersburg,7000000.0,9,0,6,1,1946,19
Patrick Osterhage,Germany,Midfield,left,186.0,L1,VfL Bochum,7000000.0,5,0,2,2,1878,25
Junior Mwanga,France,Midfield,both,184.0,FR1,RC Strasbourg Alsace,7000000.0,3,0,1,1,1456,21
Nicolò Cambiaghi,Italy,Attack,right,173.0,IT1,FC Empoli,7000000.0,3,0,1,5,2563,24
Georgiy Bushchan,Ukraine,Goalkeeper,right,196.0,UKR1,Dynamo Kyiv,7000000.0,2,0,0,0,2730,30
Tomás Araújo,Portugal,Defender,right,187.0,PO1,SL Benfica,7000000.0,0,0,1,0,735,22
Montassar Talbi,Tunisia,Defender,right,190.0,FR1,FC Lorient,7000000.0,2,0,0,0,2205,26
Hugo Vetlesen,Norway,Midfield,right,174.0,BE1,Club Brugge KV,7000000.0,8,0,2,4,2254,24
Lucas Boyé,Argentina,Attack,right,183.0,ES1,Granada CF,7000000.0,8,1,6,3,2556,28
Kiril Despodov,Bulgaria,Attack,right,180.0,GR1,PAOK Thessaloniki,7000000.0,2,0,12,10,2117,28
Ayoze Pérez,Spain,Attack,right,178.0,ES1,Real Betis Balompié,7000000.0,5,0,11,2,2680,31
Tarik Tissoudali,Morocco,Attack,right,182.0,BE1,KAA Gent,6500000.0,2,0,12,7,1781,31
Mitchel Bakker,Netherlands,Midfield,left,185.0,IT1,Atalanta BC,6500000.0,2,0,1,0,556,24
Florian Grillitsch,Austria,Midfield,right,187.0,L1,TSG 1899 Hoffenheim,6500000.0,8,0,1,6,2373,29
Enis Bardhi,North Macedonia,Midfield,right,172.0,TR1,Trabzonspor,6500000.0,3,0,7,4,2347,29
Amir Hadziahmetovic,Bosnia-Herzegovina,Midfield,right,179.0,TR1,Besiktas JK,6500000.0,5,0,0,5,1821,27
Kristijan Jakic,Croatia,Midfield,right,184.0,L1,Eintracht Frankfurt,6500000.0,5,0,2,1,1297,27
Nicolas Raskin,Belgium,Midfield,right,178.0,SC1,Rangers FC,6500000.0,4,0,1,1,1611,23
Marcus Ingvartsen,Denmark,Attack,left,187.0,DK1,FC Nordsjaelland,6500000.0,2,0,11,3,1967,29
Sven Mijnans,Netherlands,Midfield,left,190.0,NL1,AZ Alkmaar,6500000.0,3,0,5,5,2790,24
Nair Tiknizyan,Armenia,Midfield,left,181.0,RU1,Lokomotiv Moscow,6500000.0,5,0,9,6,1948,25
James Tavernier,England,Defender,right,182.0,SC1,Rangers FC,6500000.0,5,0,21,9,4491,33
Remo Freuler,Switzerland,Midfield,right,180.0,IT1,Bologna FC 1909,6500000.0,9,0,1,1,2778,32
Renato Sanches,Portugal,Midfield,right,176.0,IT1,AS Roma,6500000.0,2,0,1,0,262,27
Filip Kostić,Serbia,Midfield,left,184.0,IT1,Juventus FC,6500000.0,3,0,0,4,2107,32
Chidera Ejuke,Nigeria,Attack,right,176.0,BE1,Royal Antwerp FC,6000000.0,3,0,3,4,1484,27
Arkadiusz Milik,Poland,Attack,left,186.0,IT1,Juventus FC,6000000.0,2,1,8,1,1056,30
Becir Omeragic,Switzerland,Defender,right,187.0,FR1,Montpellier HSC,6000000.0,3,0,0,0,2312,23
Sivert Mannsverk,Norway,Midfield,right,185.0,NL1,Ajax Amsterdam,6000000.0,7,0,0,0,1443,22
Diego Coppola,Italy,Defender,right,193.0,IT1,Hellas Verona,6000000.0,9,0,2,0,1816,21
Tim Kleindienst,Germany,Attack,both,194.0,L1,1.FC Heidenheim 1846,6000000.0,6,0,14,5,2984,29
Yukhym Konoplya,Ukraine,Defender,right,180.0,UKR1,Shakhtar Donetsk,6000000.0,8,0,2,2,2232,25
Luke Thomas,England,Defender,left,181.0,GB1,Sheffield United,6000000.0,4,0,0,0,1009,23
Derrick Köhn,Germany,Defender,left,180.0,TR1,Galatasaray,6000000.0,1,0,1,2,1205,26
Soumaïla Coulibaly,France,Defender,left,191.0,BE1,Royal Antwerp FC,6000000.0,3,0,0,0,2084,21
Warren Bondo,France,Midfield,right,177.0,IT1,AC Monza,6000000.0,9,0,1,1,1471,21
Matthis Abline,France,Attack,right,182.0,FR1,FC Nantes,6000000.0,1,0,5,1,1044,21
Mahmoud Dahoud,Syria,Midfield,right,178.0,GB1,Brighton & Hove Albion,6000000.0,1,1,1,1,840,29
Yuito Suzuki,Japan,Attack,right,175.0,DK1,Bröndby IF,6000000.0,1,0,7,3,947,23
Riccardo Sottil,Italy,Attack,right,180.0,IT1,ACF Fiorentina,6000000.0,2,0,3,4,1298,25
Adrià Pedrosa,Spain,Defender,left,172.0,ES1,Sevilla FC,6000000.0,2,0,2,4,2491,26
Thomas Foket,Belgium,Defender,right,177.0,FR1,Stade Reims,6000000.0,9,0,0,1,1841,30
Óliver Torres,Spain,Midfield,right,175.0,ES1,Sevilla FC,6000000.0,4,0,0,2,2108,30
Steven Berghuis,Netherlands,Attack,left,182.0,NL1,Ajax Amsterdam,6000000.0,3,1,6,10,1933,33
André Silva,Portugal,Attack,right,185.0,ES1,Real Sociedad,6000000.0,6,0,15,2,3051,29
Daniil Utkin,Russia,Midfield,left,183.0,RU1,FC Rostov,6000000.0,3,0,1,4,2165,25
Francisco Moura,Portugal,Defender,left,181.0,PO1,FC Famalicão,6000000.0,7,0,1,4,3060,25
Antonio Sivera,Spain,Goalkeeper,right,185.0,ES1,Deportivo Alavés,6000000.0,3,0,0,0,3150,28
Hamari Traoré,Mali,Defender,right,175.0,ES1,Real Sociedad,6000000.0,9,0,0,2,3036,33
Hugo Bueno,Spain,Defender,left,180.0,GB1,Wolverhampton Wanderers,6000000.0,1,0,1,0,776,22
Ibrahima Sissoko,Mali,Midfield,right,193.0,FR1,RC Strasbourg Alsace,6000000.0,7,0,0,1,1641,27
Dirk Proper,Netherlands,Midfield,right,167.0,NL1,NEC Nijmegen,6000000.0,4,0,7,4,2755,22
Branco van den Boomen,Netherlands,Midfield,right,188.0,NL1,Ajax Amsterdam,6000000.0,1,0,2,1,1174,29
Berat Özdemir,Türkiye,Midfield,right,187.0,TR1,Trabzonspor,6000000.0,4,0,1,1,2378,26
Pape Gueye,Senegal,Midfield,left,189.0,FR1,Olympique Marseille,6000000.0,2,0,1,0,766,26
Luiz Júnior,Brazil,Goalkeeper,left,192.0,PO1,FC Famalicão,6000000.0,2,0,0,0,3060,24
Chris Mepham,Wales,Defender,right,190.0,GB1,AFC Bournemouth,6000000.0,2,0,0,1,658,27
Lorenzo Colombo,Italy,Attack,left,183.0,IT1,AC Monza,6000000.0,3,0,4,1,1366,22
Mady Camara,Guinea,Midfield,right,182.0,GR1,Olympiacos Piraeus,6000000.0,10,0,1,1,2231,27
Yerson Mosquera,Colombia,Defender,right,188.0,ES1,Villarreal CF,6000000.0,5,0,3,1,1357,23
Gijs Smal,Netherlands,Defender,left,183.0,NL1,Twente Enschede FC,6000000.0,3,0,0,3,2315,27
Santi Comesaña,Spain,Midfield,both,188.0,ES1,Villarreal CF,6000000.0,11,1,3,0,2246,28
Julian Weigl,Germany,Midfield,right,186.0,L1,Borussia Mönchengladbach,6000000.0,10,0,2,3,3131,29
Artem Karpukas,Russia,Midfield,right,184.0,RU1,Lokomotiv Moscow,6000000.0,7,0,1,0,1997,22
Jacopo Fazzini,Italy,Midfield,right,178.0,IT1,FC Empoli,6000000.0,6,0,1,2,1226,21
Jaidon Anthony,England,Attack,right,183.0,GB1,AFC Bournemouth,6000000.0,2,0,1,2,501,25
Antoni Milambo,Netherlands,Midfield,right,179.0,NL1,Feyenoord Rotterdam,6000000.0,0,0,1,1,277,19
Gerardo Arteaga,Mexico,Defender,left,175.0,BE1,KRC Genk,6000000.0,2,1,0,0,1357,26
Sergi Cardona,Spain,Defender,both,186.0,ES1,UD Las Palmas,6000000.0,10,0,1,2,2906,25
Carlos Cuesta,Colombia,Defender,right,179.0,BE1,KRC Genk,6000000.0,8,0,1,0,2447,25
Jorge Cuenca,Spain,Defender,left,190.0,ES1,Villarreal CF,6000000.0,9,0,3,1,2655,25
Luka Modrić,Croatia,Midfield,right,172.0,ES1,Real Madrid,6000000.0,2,0,2,8,2243,39
Juanmi,Spain,Attack,right,172.0,ES1,Cádiz CF,6000000.0,3,0,3,1,883,31
Steve Mounié,Benin,Attack,right,190.0,FR1,Stade Brestois 29,6000000.0,2,1,6,2,1772,30
Elia Caprile,Italy,Goalkeeper,right,191.0,IT1,FC Empoli,6000000.0,0,0,0,0,2160,23
Johann Lepenant,France,Midfield,right,176.0,FR1,Olympique Lyon,6000000.0,1,0,0,0,250,22
Muhammed Cham,Austria,Midfield,left,180.0,FR1,Clermont Foot 63,6000000.0,4,0,8,4,2565,24
Festy Ebosele,Ireland,Defender,right,180.0,IT1,Udinese Calcio,6000000.0,6,0,0,1,1773,22
Yussuf Poulsen,Denmark,Attack,right,192.0,L1,RB Leipzig,6000000.0,4,0,5,3,1696,30
Anastasios Bakasetas,Greece,Midfield,left,181.0,TR1,Trabzonspor,6000000.0,6,1,6,3,2279,31
Matheus,Brazil,Goalkeeper,right,190.0,PO1,SC Braga,6000000.0,3,0,0,0,4350,32
Lameck Banda,Zambia,Attack,right,169.0,IT1,US Lecce,6000000.0,5,1,2,5,1461,24
Rade Krunic,Bosnia-Herzegovina,Midfield,right,184.0,IT1,AC Milan,6000000.0,5,0,0,0,1667,31
Bjorn Meijer,Netherlands,Defender,left,190.0,BE1,Club Brugge KV,6000000.0,0,0,1,0,1362,21
Sikou Niakaté,Mali,Defender,left,186.0,PO1,SC Braga,6000000.0,7,2,2,0,2488,25
Igor Diveev,Russia,Defender,right,194.0,RU1,CSKA Moscow,6000000.0,2,1,0,0,1241,25
Keven Schlotterbeck,Germany,Defender,left,189.0,L1,VfL Bochum,6000000.0,9,0,5,3,2184,27
Quincy Promes,Netherlands,Attack,right,174.0,RU1,Spartak Moscow,6000000.0,1,0,8,8,1607,33
Arnaud Bodart,Belgium,Goalkeeper,right,187.0,BE1,Standard Liège,6000000.0,0,0,0,0,2610,26
Carl Starfelt,Sweden,Defender,right,187.0,ES1,Celta de Vigo,6000000.0,4,0,1,0,2512,29
Lucien Agoumé,France,Midfield,right,185.0,IT1,Inter Milan,6000000.0,3,0,0,0,791,23
Kevin Mac Allister,Argentina,Defender,right,175.0,BE1,Union Saint-Gilloise,6000000.0,9,0,0,0,2603,27
Mark McKenzie,United States,Defender,right,184.0,BE1,KRC Genk,6000000.0,4,0,0,3,2485,25
Zeki Çelik,Türkiye,Defender,right,180.0,IT1,AS Roma,6000000.0,3,1,0,2,1521,27
Sergio Herrera,Spain,Goalkeeper,right,192.0,ES1,CA Osasuna,6000000.0,3,0,0,0,3050,31
Robert Navarro,Spain,Midfield,right,178.0,ES1,Cádiz CF,6000000.0,0,1,1,1,2042,22
Josh Doig,Scotland,Defender,left,189.0,IT1,Hellas Verona,6000000.0,7,0,0,2,2285,22
Jonas Omlin,Switzerland,Goalkeeper,right,190.0,L1,Borussia Mönchengladbach,6000000.0,1,0,0,1,720,31
Nikola Krstovic,Montenegro,Attack,right,185.0,IT1,US Lecce,6000000.0,5,1,7,2,2569,24
Anton Miranchuk,Russia,Midfield,right,185.0,RU1,Lokomotiv Moscow,6000000.0,4,0,8,7,2282,29
Fran Beltrán,Spain,Midfield,right,165.0,ES1,Celta de Vigo,6000000.0,2,0,0,0,2713,26
Christopher Wooh,Cameroon,Defender,right,191.0,FR1,Stade Rennais FC,6000000.0,5,1,1,0,1658,23
Davide Zappacosta,Italy,Midfield,right,182.0,IT1,Atalanta BC,6000000.0,7,0,2,5,2845,32
Jorge Herrando,Spain,Defender,left,192.0,ES1,CA Osasuna,6000000.0,4,0,0,1,1764,23
Francisco Ortega,Argentina,Defender,left,177.0,GR1,Olympiacos Piraeus,6000000.0,1,0,0,2,2031,25
Henrikh Mkhitaryan,Armenia,Midfield,both,177.0,IT1,Inter Milan,6000000.0,6,0,2,11,3526,36
Anastasios Douvikas,Greece,Attack,right,186.0,ES1,Celta de Vigo,6000000.0,3,0,13,3,1514,25
Nicolai Vallys,Denmark,Midfield,right,189.0,DK1,Bröndby IF,6000000.0,1,0,10,7,2168,28
Willyan Rocha,Brazil,Defender,right,191.0,RU1,CSKA Moscow,6000000.0,13,1,2,1,3020,30
Marko Grujic,Serbia,Midfield,right,191.0,PO1,FC Porto,6000000.0,3,0,0,1,527,28
Boubacar Traoré,Mali,Midfield,right,183.0,GB1,Wolverhampton Wanderers,6000000.0,4,0,0,0,817,23
Khellven,Brazil,Defender,right,176.0,RU1,CSKA Moscow,6000000.0,2,0,1,9,2218,23
Danilo,Brazil,Attack,right,174.0,SC1,Rangers FC,6000000.0,12,0,9,8,6093,25
Walid Cheddira,Morocco,Attack,right,187.0,IT1,Frosinone Calcio,6000000.0,0,0,8,1,2322,27
Mohamed Elyounoussi,Norway,Attack,right,178.0,DK1,FC Copenhagen,6000000.0,2,0,10,6,2474,30
Wojciech Szczęsny,Poland,Goalkeeper,right,196.0,IT1,Juventus FC,6000000.0,1,0,0,0,3150,34
Rasmus Nicolaisen,Denmark,Defender,left,191.0,FR1,FC Toulouse,6000000.0,7,0,2,0,3737,27
Douglas Augusto,Brazil,Midfield,left,173.0,GR1,PAOK Thessaloniki,6000000.0,7,1,0,0,1822,28
Wout Weghorst,Netherlands,Attack,right,197.0,L1,TSG 1899 Hoffenheim,6000000.0,5,0,7,4,2166,32
Nemanja Maksimovic,Serbia,Midfield,right,189.0,ES1,Getafe CF,6000000.0,4,0,4,0,3446,30
Aïssa Laïdouni,Tunisia,Midfield,right,184.0,L1,1.FC Union Berlin,6000000.0,3,0,0,4,1489,28
Gabriel Strefezza,Brazil,Attack,right,168.0,IT1,US Lecce,6000000.0,5,0,2,0,1280,27
Jakub Kaminski,Poland,Attack,right,179.0,L1,VfL Wolfsburg,6000000.0,0,0,0,2,606,22
Adam Buksa,Poland,Attack,left,191.0,TR1,Antalyaspor,6000000.0,8,0,16,2,2927,28
Tiago Tomás,Portugal,Attack,right,180.0,L1,VfL Wolfsburg,6000000.0,3,0,3,4,1261,22
Martin Valjent,Slovakia,Defender,right,187.0,ES1,RCD Mallorca,6000000.0,5,0,0,1,2744,29
Joaquín Correa,Argentina,Attack,right,188.0,IT1,Inter Milan,6000000.0,2,0,0,0,682,30
Marlon,Brazil,Defender,right,182.0,IT1,AC Monza,6000000.0,4,0,0,0,578,29
